Target,RA,DEC,Sp. Type,T_eff [K],V [mag],G [mag],Data product plots,Pre-upgrade DRS,Post-upgrade DRS,Pre-upgrade standard SERVAL,Post-upgrade standard SERVAL,Pre-upgrade mlc SERVAL (use these),Post-upgrade mlc SERVAL(use these),RA_deg,DEC_deg
GJ9163,04:40:29.2609,-09:11:45.979,M0V,4993.0,10.3,,GJ9163_plots.pdf,GJ9163_harps_pre-drs.vels,,GJ9163_harps_pre-serval.vels,,GJ9163_harps_pre_serval-mlc.vels,,70.12192041666665,-9.196105277777779
GJ9165,04:42:03.4822,-37:08:39.590,F3IV,6740.0,5.1,4.9,GJ9165_plots.pdf,GJ9165_harps_pre-drs.vels,,GJ9165_harps_pre-serval.vels,,GJ9165_harps_pre_serval-mlc.vels,,70.51450916666666,-37.144330555555555
GJ9177,05:10:43.1012,-44:34:18.417,G8IV/V,5510.0,8.7,8.5,GJ9177_plots.pdf,GJ9177_harps_pre-drs.vels,,GJ9177_harps_pre-serval.vels,,GJ9177_harps_pre_serval-mlc.vels,,77.67958833333333,-44.571782500000005
GJ9178,05:11:54.2488,-09:06:47.361,G9V,,8.0,7.8,GJ9178_plots.pdf,GJ9178_harps_pre-drs.vels,,GJ9178_harps_pre-serval.vels,,GJ9178_harps_pre_serval-mlc.vels,,77.97603666666666,-9.113155833333334
GJ9189,05:37:09.8851,-80:28:08.831,G0V,,5.7,5.5,GJ9189_plots.pdf,,GJ9189_harps_post-drs.vels,,GJ9189_harps_post-serval.vels,,GJ9189_harps_post_serval-mlc.vels,84.29118791666667,-80.46911972222222
GJ9190,05:46:57.3409,-14:49:19.019,A2IV-V(n),7038.5,3.5,3.5,GJ9190_plots.pdf,GJ9190_harps_pre-drs.vels,,GJ9190_harps_pre-serval.vels,,GJ9190_harps_pre_serval-mlc.vels,,86.73892041666666,-14.821949722222222
GJ9191,05:44:31.9183,-70:08:36.856,K0V,,8.1,7.9,,GJ9191_harps_pre-drs.vels,GJ9191_harps_post-drs.vels,GJ9191_harps_pre-serval.vels,GJ9191_harps_post-serval.vels,GJ9191_harps_pre_serval-mlc.vels,GJ9191_harps_post_serval-mlc.vels,86.13299291666667,-70.14357111111111
GJ9201,06:04:20.3587,-55:18:46.838,M2.5V,,12.1,11.2,GJ9201_plots.pdf,GJ9201_harps_pre-drs.vels,,GJ9201_harps_pre-serval.vels,,GJ9201_harps_pre_serval-mlc.vels,,91.08482791666665,-55.31301055555555
GJ9210,06:18:22.1221,-13:52:07.782,M0IV,,9.9,9.4,GJ9210_plots.pdf,GJ9210_harps_pre-drs.vels,,GJ9210_harps_pre-serval.vels,,GJ9210_harps_pre_serval-mlc.vels,,94.59217541666665,-13.868828333333333
GJ9219,06:53:33.9426,-28:32:23.255,G5V,,6.0,5.9,GJ9219_plots.pdf,GJ9219_harps_pre-drs.vels,,GJ9219_harps_pre-serval.vels,,GJ9219_harps_pre_serval-mlc.vels,,103.39142749999999,-28.539793055555556
GJ9222,06:53:16.4390,-74:43:30.672,F8V+A/F,6300.0,7.7,7.5,GJ9222_plots.pdf,GJ9222_harps_pre-drs.vels,GJ9222_harps_post-drs.vels,GJ9222_harps_pre-serval.vels,GJ9222_harps_post-serval.vels,GJ9222_harps_pre_serval-mlc.vels,GJ9222_harps_post_serval-mlc.vels,103.31849583333332,-74.72518666666667
GJ9223,07:03:57.3152,-43:36:28.921,G1.5V,,5.3,5.4,GJ9223_plots.pdf,GJ9223_harps_pre-drs.vels,GJ9223_harps_post-drs.vels,GJ9223_harps_pre-serval.vels,GJ9223_harps_post-serval.vels,GJ9223_harps_pre_serval-mlc.vels,GJ9223_harps_post_serval-mlc.vels,105.98881333333333,-43.60803361111111
GJ9241,07:47:03.0890,-13:56:19.158,M0,,11.5,10.7,GJ9241_plots.pdf,GJ9241_harps_pre-drs.vels,,GJ9241_harps_pre-serval.vels,,GJ9241_harps_pre_serval-mlc.vels,,116.76287083333332,-13.938655
GJ9252,08:07:00.5222,-29:24:10.576,G0V,5095.6,6.8,6.6,GJ9252_plots.pdf,GJ9252_harps_pre-drs.vels,,GJ9252_harps_pre-serval.vels,,GJ9252_harps_pre_serval-mlc.vels,,121.75217583333334,-29.402937777777776
GJ9254,08:09:00.5695,-61:18:08.583,F6VFe-0.8CH-0.4,,4.8,4.6,GJ9254_plots.pdf,GJ9254_harps_pre-drs.vels,,GJ9254_harps_pre-serval.vels,,GJ9254_harps_pre_serval-mlc.vels,,122.25237291666667,-61.30238416666666
GJ9255,08:10:39.8257,-13:47:57.138,F6.5V,6300.0,5.5,5.4,,GJ9255_harps_pre-drs.vels,,GJ9255_harps_pre-serval.vels,,GJ9255_harps_pre_serval-mlc.vels,,122.66594041666664,-13.799205
GJ9263,08:25:49.5157,-29:55:50.130,G2.5V,,7.8,7.6,GJ9263_plots.pdf,GJ9263_harps_pre-drs.vels,GJ9263_harps_post-drs.vels,GJ9263_harps_pre-serval.vels,GJ9263_harps_post-serval.vels,GJ9263_harps_pre_serval-mlc.vels,GJ9263_harps_post_serval-mlc.vels,126.45631541666664,-29.93059166666667
GJ9268,08:31:56.2505,-50:11:20.688,K6Vk:,,10.8,10.3,GJ9268_plots.pdf,GJ9268_harps_pre-drs.vels,,GJ9268_harps_pre-serval.vels,,GJ9268_harps_pre_serval-mlc.vels,,127.98437708333334,-50.18908
GJ9269,08:33:45.7057,-23:21:19.967,G8IV-V,,7.2,7.0,GJ9269_plots.pdf,GJ9269_harps_pre-drs.vels,,GJ9269_harps_pre-serval.vels,,GJ9269_harps_pre_serval-mlc.vels,,128.44044041666666,-23.35554638888889
GJ9273,08:37:50.2937,-06:48:24.777,G8/K0(IV),,6.7,6.6,GJ9273_plots.pdf,GJ9273_harps_pre-drs.vels,GJ9273_harps_post-drs.vels,GJ9273_harps_pre-serval.vels,GJ9273_harps_post-serval.vels,GJ9273_harps_pre_serval-mlc.vels,GJ9273_harps_post_serval-mlc.vels,129.45955708333332,-6.8068824999999995
GJ9283,08:59:24.1816,-59:05:01.356,F4V,,5.2,5.0,GJ9283_plots.pdf,GJ9283_harps_pre-drs.vels,,GJ9283_harps_pre-serval.vels,,GJ9283_harps_pre_serval-mlc.vels,,134.85075666666665,-59.08371
GJ9296,09:20:44.3171,-05:45:14.294,K4V,,9.1,8.7,GJ9296_plots.pdf,GJ9296_harps_pre-drs.vels,GJ9296_harps_post-drs.vels,GJ9296_harps_pre-serval.vels,GJ9296_harps_post-serval.vels,GJ9296_harps_pre_serval-mlc.vels,GJ9296_harps_post_serval-mlc.vels,140.18465458333333,-5.753970555555555
GJ9299,09:29:35.0525,-05:22:21.738,K7V,,9.7,9.2,GJ9299_plots.pdf,GJ9299_harps_pre-drs.vels,GJ9299_harps_post-drs.vels,GJ9299_harps_pre-serval.vels,GJ9299_harps_post-serval.vels,GJ9299_harps_pre_serval-mlc.vels,GJ9299_harps_post_serval-mlc.vels,142.3960520833333,-5.372705
GJ9316,10:08:22.3109,+11:58:01.951,B8IVn,,1.4,,GJ9316_plots.pdf,GJ9316_harps_pre-drs.vels,,GJ9316_harps_pre-serval.vels,,GJ9316_harps_pre_serval-mlc.vels,,152.0929620833333,11.967208611111111
GJ9320,10:13:24.7292,-33:01:54.193,G0V,,6.4,6.2,GJ9320_plots.pdf,GJ9320_harps_pre-drs.vels,,GJ9320_harps_pre-serval.vels,,GJ9320_harps_pre_serval-mlc.vels,,153.35303833333333,-33.03172027777778
GJ9322,10:14:08.3345,+03:09:04.675,G3/5V,,7.7,7.6,GJ9322_plots.pdf,GJ9322_harps_pre-drs.vels,GJ9322_harps_post-drs.vels,GJ9322_harps_pre-serval.vels,GJ9322_harps_post-serval.vels,GJ9322_harps_pre_serval-mlc.vels,GJ9322_harps_post_serval-mlc.vels,153.5347270833333,3.151298611111111
GJ9324,10:19:44.1668,+19:28:15.294,F6IV-V,,4.8,4.6,GJ9324_plots.pdf,GJ9324_harps_pre-drs.vels,GJ9324_harps_post-drs.vels,GJ9324_harps_pre-serval.vels,GJ9324_harps_post-serval.vels,GJ9324_harps_pre_serval-mlc.vels,GJ9324_harps_post_serval-mlc.vels,154.93402833333332,19.470914999999998
GJ9328,10:24:14.9447,-10:24:21.131,K5.5V,,10.0,9.5,GJ9328_plots.pdf,GJ9328_harps_pre-drs.vels,,GJ9328_harps_pre-serval.vels,,GJ9328_harps_pre_serval-mlc.vels,,156.06226958333332,-10.405869722222223
GJ9332,10:31:21.8213,-53:42:55.737,F9VFe-0.8CH-0.7,,4.9,4.7,GJ9332_plots.pdf,GJ9332_harps_pre-drs.vels,,GJ9332_harps_pre-serval.vels,,GJ9332_harps_pre_serval-mlc.vels,,157.84092208333334,-53.7154825
GJ9338,10:53:29.5317,-20:08:19.422,F6V,6395.3,5.2,5.1,GJ9338_plots.pdf,GJ9338_harps_pre-drs.vels,,GJ9338_harps_pre-serval.vels,,GJ9338_harps_pre_serval-mlc.vels,,163.37304874999995,-20.138728333333333
GJ9356,11:17:13.6640,-01:58:54.675,K4/5V,,9.9,9.3,GJ9356_plots.pdf,GJ9356_harps_pre-drs.vels,,GJ9356_harps_pre-serval.vels,,GJ9356_harps_pre_serval-mlc.vels,,169.30693333333332,-1.9818541666666667
GJ9367,11:34:21.9486,+03:03:36.593,F5.5V,6461.0,5.7,5.6,GJ9367_plots.pdf,GJ9367_harps_pre-drs.vels,,GJ9367_harps_pre-serval.vels,,GJ9367_harps_pre_serval-mlc.vels,,173.5914525,3.060164722222222
GJ9384,12:01:07.0437,-01:43:53.586,K4,,10.9,10.5,GJ9384_plots.pdf,GJ9384_harps_pre-drs.vels,,GJ9384_harps_pre-serval.vels,,GJ9384_harps_pre_serval-mlc.vels,,180.27934875,-1.7315516666666668
GJ9396,12:12:28.8425,-03:05:04.108,G5V,,7.5,7.2,,GJ9396_harps_pre-drs.vels,GJ9396_harps_post-drs.vels,GJ9396_harps_pre-serval.vels,GJ9396_harps_post-serval.vels,GJ9396_harps_pre_serval-mlc.vels,GJ9396_harps_post_serval-mlc.vels,183.12017708333332,-3.0844744444444445
GJ9411,12:32:04.2265,-16:11:45.616,F2V,,4.3,4.2,GJ9411_plots.pdf,GJ9411_harps_pre-drs.vels,,GJ9411_harps_pre-serval.vels,,GJ9411_harps_pre_serval-mlc.vels,,188.01761041666663,-16.196004444444444
GJ9415,12:40:46.2895,-43:33:58.996,M3V,,12.2,11.0,GJ9415_plots.pdf,GJ9415_harps_pre-drs.vels,,GJ9415_harps_pre-serval.vels,,GJ9415_harps_pre_serval-mlc.vels,,190.19287291666663,-43.56638777777778
GJ9423,12:54:58.5416,-44:09:06.912,F9Vp,,5.9,5.7,GJ9423_plots.pdf,GJ9423_harps_pre-drs.vels,,GJ9423_harps_pre-serval.vels,,GJ9423_harps_pre_serval-mlc.vels,,193.74392333333333,-44.15192
GJ9429,13:08:51.0231,+05:12:26.064,G3IV+D,,6.8,6.6,GJ9429_plots.pdf,GJ9429_harps_pre-drs.vels,GJ9429_harps_post-drs.vels,GJ9429_harps_pre-serval.vels,GJ9429_harps_post-serval.vels,GJ9429_harps_pre_serval-mlc.vels,GJ9429_harps_post_serval-mlc.vels,197.21259624999996,5.2072400000000005
GJ9441,13:20:35.8173,-36:42:44.244,kA1.5hA3mA3Va,,2.7,2.7,GJ9441_plots.pdf,GJ9441_harps_pre-drs.vels,,GJ9441_harps_pre-serval.vels,,GJ9441_harps_pre_serval-mlc.vels,,200.14923875,-36.71229
GJ9467,14:08:27.1622,-74:51:01.032,F9.5V,,6.0,5.9,GJ9467_plots.pdf,GJ9467_harps_pre-drs.vels,,GJ9467_harps_pre-serval.vels,,GJ9467_harps_pre_serval-mlc.vels,,212.1131758333333,-74.85028666666666
GJ9472,14:13:31.1940,-06:57:32.338,M0V,4059.0,10.1,9.5,GJ9472_plots.pdf,GJ9472_harps_pre-drs.vels,,GJ9472_harps_pre-serval.vels,,GJ9472_harps_pre_serval-mlc.vels,,213.37997499999997,-6.958982777777778
GJ9473,14:16:00.8695,-06:00:01.963,F7III,,4.1,3.9,,GJ9473_harps_pre-drs.vels,,GJ9473_harps_pre-serval.vels,,GJ9473_harps_pre_serval-mlc.vels,,214.00362291666664,-6.0005452777777775
GJ9476,14:19:00.8956,-25:48:55.531,F9VFe-1.5CH-0.7,,5.9,5.7,GJ9476_plots.pdf,GJ9476_harps_pre-drs.vels,,GJ9476_harps_pre-serval.vels,,GJ9476_harps_pre_serval-mlc.vels,,214.75373166666662,-25.815425277777777
GJ9479,14:21:23.1858,-40:23:38.217,K4Vk:,,9.0,8.7,,GJ9479_harps_pre-drs.vels,,GJ9479_harps_pre-serval.vels,,GJ9479_harps_pre_serval-mlc.vels,,215.34660749999998,-40.393949166666665
GJ9481,14:28:12.1387,-02:13:40.648,G2IV,5830.0,4.8,4.6,GJ9481_plots.pdf,GJ9481_harps_pre-drs.vels,,GJ9481_harps_pre-serval.vels,,GJ9481_harps_pre_serval-mlc.vels,,217.05057791666664,-2.2279577777777777
GJ9482,14:29:18.5642,-46:27:49.735,K7Vk,4097.6,10.4,9.7,GJ9482_plots.pdf,GJ9482_harps_pre-drs.vels,GJ9482_harps_post-drs.vels,GJ9482_harps_pre-serval.vels,GJ9482_harps_post-serval.vels,GJ9482_harps_pre_serval-mlc.vels,GJ9482_harps_post_serval-mlc.vels,217.3273508333333,-46.46381527777778
GJ9498,14:50:41.1746,-15:59:50.028,F3V,6577.3,5.2,5.0,GJ9498_plots.pdf,GJ9498_harps_pre-drs.vels,,GJ9498_harps_pre-serval.vels,,GJ9498_harps_pre_serval-mlc.vels,,222.6715608333333,-15.997229999999998
GJ9507,15:00:43.4131,-11:08:06.466,K8Vk,,9.5,8.8,GJ9507_plots.pdf,GJ9507_harps_pre-drs.vels,GJ9507_harps_post-drs.vels,GJ9507_harps_pre-serval.vels,GJ9507_harps_post-serval.vels,GJ9507_harps_pre_serval-mlc.vels,GJ9507_harps_post_serval-mlc.vels,225.18088791666665,-11.135129444444445
GJ9527,15:44:01.8189,+02:30:54.600,G2.5V,5698.3,5.9,5.7,,GJ9527_harps_pre-drs.vels,GJ9527_harps_post-drs.vels,GJ9527_harps_pre-serval.vels,GJ9527_harps_post-serval.vels,GJ9527_harps_pre_serval-mlc.vels,GJ9527_harps_post_serval-mlc.vels,236.00757874999996,2.5151666666666666
GJ9536,16:10:15.0268,-84:13:53.813,G9IV-V,,7.7,7.5,GJ9536_plots.pdf,GJ9536_harps_pre-drs.vels,,GJ9536_harps_pre-serval.vels,,GJ9536_harps_pre_serval-mlc.vels,,242.56261166666667,-84.23161472222222
GJ9547,16:11:49.4741,-52:54:55.414,K4,3662.5,10.5,10.1,GJ9547_plots.pdf,GJ9547_harps_pre-drs.vels,GJ9547_harps_post-drs.vels,GJ9547_harps_pre-serval.vels,GJ9547_harps_post-serval.vels,GJ9547_harps_pre_serval-mlc.vels,GJ9547_harps_post_serval-mlc.vels,242.9561420833333,-52.915392777777775
GJ9563,16:33:27.0837,-78:53:49.737,G8III,4946.5,3.9,3.5,GJ9563_plots.pdf,GJ9563_harps_pre-drs.vels,,GJ9563_harps_pre-serval.vels,,GJ9563_harps_pre_serval-mlc.vels,,248.36284874999996,-78.89714916666668
GJ9565,16:32:57.8821,-12:35:30.208,M0,,10.6,10.0,GJ9565_plots.pdf,GJ9565_harps_pre-drs.vels,,GJ9565_harps_pre-serval.vels,,GJ9565_harps_pre_serval-mlc.vels,,248.2411754166667,-12.591724444444445
GJ9583,17:05:16.8186,+00:42:09.217,F8.5IV-V,,6.0,5.8,GJ9583_plots.pdf,GJ9583_harps_pre-drs.vels,,GJ9583_harps_pre-serval.vels,,GJ9583_harps_pre_serval-mlc.vels,,256.32007749999997,0.7025602777777777
GJ9590,17:23:49.2273,-32:15:16.275,M1.5,,11.6,10.8,GJ9590_plots.pdf,GJ9590_harps_pre-drs.vels,,GJ9590_harps_pre-serval.vels,,GJ9590_harps_pre_serval-mlc.vels,,260.95511374999995,-32.25452083333333
GJ9592,17:30:22.7281,+05:32:54.663,M1.0Ve,3895.0,9.4,8.5,,GJ9592_harps_pre-drs.vels,GJ9592_harps_post-drs.vels,GJ9592_harps_pre-serval.vels,GJ9592_harps_post-serval.vels,GJ9592_harps_pre_serval-mlc.vels,GJ9592_harps_post_serval-mlc.vels,262.5947004166666,5.5485175
GJ95,02:18:58.5046,-25:56:44.473,G8V,,6.3,6.1,GJ95_plots.pdf,,GJ95_harps_post-drs.vels,,GJ95_harps_post-serval.vels,,GJ95_harps_post_serval-mlc.vels,34.74376916666666,-25.945686944444446
GJ9626,18:20:59.6435,-29:49:41.165,K2.5IIIaCN0.5,4732.7,2.7,2.1,GJ9626_plots.pdf,GJ9626_harps_pre-drs.vels,,GJ9626_harps_pre-serval.vels,,GJ9626_harps_pre_serval-mlc.vels,,275.2485145833333,-29.82810138888889
GJ9630,18:37:12.8396,-25:40:16.563,G4V,,7.5,7.3,GJ9630_plots.pdf,GJ9630_harps_pre-drs.vels,,GJ9630_harps_pre-serval.vels,,GJ9630_harps_pre_serval-mlc.vels,,279.30349833333327,-25.671267500000003
GJ9655,19:24:34.2351,-22:03:43.835,K8Vk:,,10.9,10.3,GJ9655_plots.pdf,GJ9655_harps_pre-drs.vels,,GJ9655_harps_pre-serval.vels,,GJ9655_harps_pre_serval-mlc.vels,,291.1426462499999,-22.06217638888889
GJ9659,19:30:52.7191,-06:30:51.925,G3V,5831.2,7.3,7.1,GJ9659_plots.pdf,GJ9659_harps_pre-drs.vels,GJ9659_harps_post-drs.vels,GJ9659_harps_pre-serval.vels,GJ9659_harps_post-serval.vels,GJ9659_harps_pre_serval-mlc.vels,GJ9659_harps_post_serval-mlc.vels,292.7196629166666,-6.514423611111111
GJ9663,19:37:34.4131,-14:18:06.491,F7V,6299.5,5.5,5.3,GJ9663_plots.pdf,GJ9663_harps_pre-drs.vels,,GJ9663_harps_pre-serval.vels,,GJ9663_harps_pre_serval-mlc.vels,,294.39338791666665,-14.301803055555556
GJ9673,19:55:50.3625,-26:17:57.693,G5IV,5553.0,4.7,4.4,GJ9673_plots.pdf,,GJ9673_harps_post-drs.vels,,GJ9673_harps_post-serval.vels,,GJ9673_harps_post_serval-mlc.vels,298.95984375,-26.29935916666667
GJ9700,20:37:34.0320,-47:17:29.402,K0III-IV,4707.2,3.1,2.7,GJ9700_plots.pdf,GJ9700_harps_pre-drs.vels,,GJ9700_harps_pre-serval.vels,,GJ9700_harps_pre_serval-mlc.vels,,309.3918,-47.29150055555555
GJ9714,21:01:39.1005,-32:31:28.121,K6Vk:,,9.3,8.8,GJ9714_plots.pdf,GJ9714_harps_pre-drs.vels,GJ9714_harps_post-drs.vels,GJ9714_harps_pre-serval.vels,GJ9714_harps_post-serval.vels,GJ9714_harps_pre_serval-mlc.vels,GJ9714_harps_post_serval-mlc.vels,315.41291874999996,-32.524478055555555
GJ9732,21:20:09.7999,-67:39:05.631,M1.5V,,10.9,10.1,GJ9732_plots.pdf,GJ9732_harps_pre-drs.vels,,GJ9732_harps_pre-serval.vels,,GJ9732_harps_pre_serval-mlc.vels,,320.0408329166666,-67.65156416666667
GJ9733,21:19:51.9907,-53:26:57.924,A5IV-V,8155.0,4.5,4.4,GJ9733_plots.pdf,GJ9733_harps_pre-drs.vels,,GJ9733_harps_pre-serval.vels,,GJ9733_harps_pre_serval-mlc.vels,,319.96662791666665,-53.44942333333333
GJ9762,21:54:45.3085,-46:59:33.841,M2.5,,12.0,11.0,GJ9762_plots.pdf,GJ9762_harps_pre-drs.vels,,GJ9762_harps_pre-serval.vels,,GJ9762_harps_pre_serval-mlc.vels,,328.6887854166666,-46.99273361111111
GJ9765,22:06:46.2950,-45:23:32.777,K2V,,8.4,8.2,GJ9765_plots.pdf,GJ9765_harps_pre-drs.vels,,GJ9765_harps_pre-serval.vels,,GJ9765_harps_pre_serval-mlc.vels,,331.69289583333335,-45.39243805555555
GJ9771,22:10:11.9852,+06:11:52.307,A1Va,,3.5,3.4,GJ9771_plots.pdf,GJ9771_harps_pre-drs.vels,,GJ9771_harps_pre-serval.vels,,GJ9771_harps_pre_serval-mlc.vels,,332.54993833333333,6.197863055555556
GJ9774,22:14:38.6533,-41:22:53.986,G2V,,6.2,6.0,,GJ9774_harps_pre-drs.vels,GJ9774_harps_post-drs.vels,GJ9774_harps_pre-serval.vels,GJ9774_harps_post-serval.vels,GJ9774_harps_pre_serval-mlc.vels,GJ9774_harps_post_serval-mlc.vels,333.66105541666667,-41.38166277777778
GJ9787,22:33:30.6851,-35:26:40.367,G8V,,7.8,7.6,GJ9787_plots.pdf,GJ9787_harps_pre-drs.vels,GJ9787_harps_post-drs.vels,GJ9787_harps_pre-serval.vels,GJ9787_harps_post-serval.vels,GJ9787_harps_pre_serval-mlc.vels,GJ9787_harps_post_serval-mlc.vels,338.3778545833333,-35.44454638888889
GJ9789,22:34:41.6367,-20:42:29.574,F7V,,5.2,5.1,GJ9789_plots.pdf,GJ9789_harps_pre-drs.vels,GJ9789_harps_post-drs.vels,GJ9789_harps_pre-serval.vels,GJ9789_harps_post-serval.vels,GJ9789_harps_pre_serval-mlc.vels,GJ9789_harps_post_serval-mlc.vels,338.67348624999994,-20.708215
GJ9790,22:36:07.7033,-54:36:38.232,G8VFe-1.3,,7.6,7.4,GJ9790_plots.pdf,GJ9790_harps_pre-drs.vels,,GJ9790_harps_pre-serval.vels,,GJ9790_harps_pre_serval-mlc.vels,,339.03209708333327,-54.610620000000004
GJ9797,22:50:10.5269,-41:29:24.382,G9V,,7.8,7.6,GJ9797_plots.pdf,GJ9797_harps_pre-drs.vels,GJ9797_harps_post-drs.vels,GJ9797_harps_pre-serval.vels,GJ9797_harps_post-serval.vels,GJ9797_harps_pre_serval-mlc.vels,GJ9797_harps_post_serval-mlc.vels,342.5438620833333,-41.49010611111111
GJ97,02:22:32.6034,-23:49:00.487,G0V,5908.0,5.2,5.0,GJ97_plots.pdf,GJ97_harps_pre-drs.vels,,GJ97_harps_pre-serval.vels,,GJ97_harps_pre_serval-mlc.vels,,35.63584749999999,-23.816801944444443
GJ9801,22:52:24.0744,+09:50:08.386,F6V,,5.2,5.0,,GJ9801_harps_pre-drs.vels,,GJ9801_harps_pre-serval.vels,,GJ9801_harps_pre_serval-mlc.vels,,343.1003099999999,9.83566277777778
GJ9803,22:55:49.9774,-07:49:21.389,G6V,,8.0,7.8,GJ9803_plots.pdf,GJ9803_harps_pre-drs.vels,,GJ9803_harps_pre-serval.vels,,GJ9803_harps_pre_serval-mlc.vels,,343.95823916666666,-7.8226080555555555
GJ9824,23:23:04.8951,-10:45:51.278,K2V,,7.8,7.5,GJ9824_plots.pdf,GJ9824_harps_pre-drs.vels,GJ9824_harps_post-drs.vels,GJ9824_harps_pre-serval.vels,GJ9824_harps_post-serval.vels,GJ9824_harps_pre_serval-mlc.vels,GJ9824_harps_post_serval-mlc.vels,350.7703962499999,-10.764243888888888
GJ9827,23:27:04.8376,-01:17:10.585,K6V,,10.1,9.8,GJ9827_plots.pdf,GJ9827_harps_pre-drs.vels,GJ9827_harps_post-drs.vels,GJ9827_harps_pre-serval.vels,GJ9827_harps_post-serval.vels,GJ9827_harps_pre_serval-mlc.vels,GJ9827_harps_post_serval-mlc.vels,351.7701566666666,-1.286273611111111
GJ9828,23:29:34.4363,-47:02:09.698,K6+Vk:,4299.2,10.3,9.7,GJ9828_plots.pdf,GJ9828_harps_pre-drs.vels,GJ9828_harps_post-drs.vels,GJ9828_harps_pre-serval.vels,GJ9828_harps_post-serval.vels,GJ9828_harps_pre_serval-mlc.vels,GJ9828_harps_post_serval-mlc.vels,352.3934845833333,-47.03602722222222
GJ9829,23:31:31.5028,-04:05:14.655,F7V,,6.5,6.3,GJ9829_plots.pdf,GJ9829_harps_pre-drs.vels,GJ9829_harps_post-drs.vels,GJ9829_harps_pre-serval.vels,GJ9829_harps_post-serval.vels,GJ9829_harps_pre_serval-mlc.vels,GJ9829_harps_post_serval-mlc.vels,352.8812616666666,-4.0874041666666665
GJ9833,23:39:51.3061,-32:44:36.265,G9.5V,,7.2,7.0,GJ9833_plots.pdf,GJ9833_harps_pre-drs.vels,GJ9833_harps_post-drs.vels,GJ9833_harps_pre-serval.vels,GJ9833_harps_post-serval.vels,GJ9833_harps_pre_serval-mlc.vels,GJ9833_harps_post_serval-mlc.vels,354.9637754166666,-32.743406944444445
GJ9836,23:42:43.3447,-14:32:41.652,B9V,9423.3,4.5,4.4,GJ9836_plots.pdf,GJ9836_harps_pre-drs.vels,,GJ9836_harps_pre-serval.vels,,GJ9836_harps_pre_serval-mlc.vels,,355.6806029166666,-14.544903333333334
GJ9847,00:01:25.8393,-16:56:54.387,K7.0V,,10.6,10.1,GJ9847_plots.pdf,GJ9847_harps_pre-drs.vels,,GJ9847_harps_pre-serval.vels,,GJ9847_harps_pre_serval-mlc.vels,,0.35766374999999995,-16.948440833333333
HATS-17,12:48:45.5453,-47:36:49.287,,5483.7,12.4,12.2,HATS-17_plots.pdf,HATS-17_harps_pre-drs.vels,HATS-17_harps_post-drs.vels,HATS-17_harps_pre-serval.vels,HATS-17_harps_post-serval.vels,HATS-17_harps_pre_serval-mlc.vels,HATS-17_harps_post_serval-mlc.vels,192.1897720833333,-47.61369083333334
HATS-31,12:46:48.6784,-24:25:38.568,,5808.3,13.1,13.0,HATS-31_plots.pdf,HATS-31_harps_pre-drs.vels,,HATS-31_harps_pre-serval.vels,,HATS-31_harps_pre_serval-mlc.vels,,191.70282666666665,-24.42738
HD100069,11:31:00.6888,+09:37:12.492,G5,5877.7,8.0,7.8,HD100069_plots.pdf,HD100069_harps_pre-drs.vels,,HD100069_harps_pre-serval.vels,,HD100069_harps_pre_serval-mlc.vels,,172.75287,9.620136666666667
HD10008,01:37:35.4668,-06:45:37.531,K0/1V,5303.0,7.7,7.4,HD10008_plots.pdf,HD10008_harps_pre-drs.vels,HD10008_harps_post-drs.vels,HD10008_harps_pre-serval.vels,HD10008_harps_post-serval.vels,HD10008_harps_pre_serval-mlc.vels,HD10008_harps_post_serval-mlc.vels,24.39777833333333,-6.760425277777777
HD100289,11:32:14.4386,-31:22:58.495,G8/K0V,5475.0,9.0,8.8,HD100289_plots.pdf,HD100289_harps_pre-drs.vels,,HD100289_harps_pre-serval.vels,,HD100289_harps_pre_serval-mlc.vels,,173.06016083333333,-31.38291527777778
HD100363,11:32:51.5731,-12:02:06.465,F8V,7133.2,8.6,8.6,HD100363_plots.pdf,HD100363_harps_pre-drs.vels,,HD100363_harps_pre-serval.vels,,HD100363_harps_pre_serval-mlc.vels,,173.21488791666664,-12.035129166666666
HD100407,11:33:00.1150,-31:51:27.443,G7IIIb,4817.5,3.5,3.2,HD100407_plots.pdf,HD100407_harps_pre-drs.vels,,HD100407_harps_pre-serval.vels,,HD100407_harps_pre_serval-mlc.vels,,173.25047916666665,-31.857623055555557
HD10042,01:33:39.1716,-78:30:17.351,K0III,4942.8,6.1,5.8,HD10042_plots.pdf,HD10042_harps_pre-drs.vels,,HD10042_harps_pre-serval.vels,,HD10042_harps_pre_serval-mlc.vels,,23.413214999999997,-78.50481972222222
HD100508,11:33:13.0901,-67:03:16.497,K1IV,,7.7,7.5,HD100508_plots.pdf,HD100508_harps_pre-drs.vels,,HD100508_harps_pre-serval.vels,,HD100508_harps_pre_serval-mlc.vels,,173.3045420833333,-67.0545825
HD100655,11:35:03.7529,+20:26:29.563,G9III,4891.0,6.4,6.2,HD100655_plots.pdf,,HD100655_harps_post-drs.vels,,HD100655_harps_post-serval.vels,,HD100655_harps_post_serval-mlc.vels,173.76563708333333,20.441545277777777
